#{"t_start": 1763633712.5493202, "env_id": "None"}
r,l,t
-2.627762,50,536.48328
-2.464805,50,536.983811
-1.909085,50,537.483386
-0.774162,50,537.98347
-1.004872,50,538.483559
-0.820533,50,538.984336
-3.436547,50,539.483782
-0.810818,50,539.983481
-0.464868,50,540.48336
-1.065878,50,540.983811
-0.589493,50,541.483567
-1.224605,50,541.982987
-3.629561,50,542.482896
-0.839851,50,542.983115
-0.410585,50,543.483399
-4.200894,50,543.983552
-4.701833,50,544.483602
-1.479502,50,544.983699
-2.260613,50,545.483355
-0.826782,50,545.983384
-2.661245,50,546.483274
-1.540546,50,546.983885
-2.875673,50,547.483622
-5.758994,50,547.983317
-1.80834,50,548.483646
-5.451579,50,548.983693
-3.251937,50,549.483581
-2.746077,50,549.983446
-0.685851,50,550.484074
-1.691112,50,550.983073
-0.925442,50,551.483466
-4.97366,50,551.983182
-2.322772,50,552.483403
-1.537347,50,552.98352
-1.988109,50,553.483966
-2.389604,50,553.983972
-0.526001,50,554.48317
-5.823581,50,554.984044
-1.258623,50,555.483487
-1.91736,50,555.983714
-6.05526,50,556.48384
-0.977269,50,556.983315
-2.640628,50,557.48395
-0.883531,50,557.984001
-0.817956,50,558.485501
-0.804345,50,558.984113
-5.397367,50,559.483451
-3.807842,50,559.983776
-2.646973,50,560.483376
-0.556048,50,560.982871
-0.695958,50,561.483967
-1.016744,50,561.983283
-0.481894,50,562.483763
-6.623563,50,562.982943
-0.92899,50,563.483754
-1.193711,50,563.983224
-3.055615,50,564.483178
-3.701217,50,564.983305
-0.742754,50,565.483654
-0.649257,50,565.983294
-0.925374,50,566.483372
-1.238687,50,566.983809
-2.082012,50,567.483949
-3.66437,50,567.982307
-0.842234,50,568.483191
-2.155508,50,568.983717
-5.125168,50,569.484094
-0.393201,50,569.983635
-1.995405,50,570.483745
-0.140004,50,570.983619
-1.07441,50,571.483289
-4.737515,50,571.983492
-0.926254,50,572.483599
-1.416188,50,572.983788
-0.603837,50,573.484047
-3.426617,50,573.983687
-0.795087,50,574.484156
-0.241664,50,574.983582
-3.801395,50,575.484084
-0.818723,50,575.982344
-0.853435,50,576.483463
-0.934018,50,576.983129
-2.351527,50,577.483547
-1.332128,50,577.983621
-1.625662,50,578.483307
-0.820823,50,578.983618
-0.736336,50,579.483358
-2.487697,50,579.983646
-1.083229,50,580.483871
-2.592805,50,580.983434
-0.885734,50,581.483697
-5.419591,50,581.98351
-0.379739,50,582.48361
-2.099983,50,582.983845
-4.037431,50,583.483501
-2.684603,50,583.983671
-1.378667,50,584.486274
-1.476881,50,584.983494
-1.666347,50,585.48317
-1.896372,50,585.983555
-0.440478,50,586.483131
-1.879042,50,586.9836
-1.94175,50,587.483237
-0.681976,50,587.983664
-2.432796,50,588.483463
-1.720764,50,588.98338
-0.697186,50,589.483597
-0.752995,50,589.983597
-0.672432,50,590.483592
-0.885108,50,590.983744
-1.510301,50,591.483393
-2.817457,50,591.983463
-2.488908,50,592.483957
-3.755732,50,592.983708
-3.324091,50,593.483713
-0.200773,50,593.983646
-6.892734,50,594.483695
-6.201881,50,594.982918
-5.259065,50,595.4828
-3.822754,50,595.983805
-3.654128,50,596.4835
-2.381858,50,596.983392
-0.951709,50,597.483606
-1.416371,50,597.983343
-5.779459,50,598.482484
-2.655609,50,598.983641
-1.261354,50,599.483837
-5.078757,50,599.983377
-1.109507,50,600.483762
-1.110632,50,600.982964
-1.35803,50,601.483266
-3.063625,50,601.983401
-1.166617,50,602.483299
-2.200809,50,602.983685
-5.427675,50,603.484054
-2.6703,50,603.983614
-2.993424,50,604.483674
-0.273954,50,604.983732
-1.445845,50,605.483551
-1.290958,50,605.983702
-1.03313,50,606.483758
-0.316511,50,606.983353
-0.130517,50,607.483407
-0.892038,50,607.983647
-3.80467,50,608.483991
-1.68538,50,608.983555
-1.583479,50,609.483594
-2.919602,50,609.983831
-1.614922,50,610.483353
-1.965855,50,610.982868
-0.355033,50,611.48302
-6.085497,50,611.98282
-2.888246,50,612.483373
-0.857015,50,612.9836
-1.504953,50,613.483752
-2.511354,50,613.983305
-2.917655,50,614.484879
-0.736185,50,614.984296
-0.786006,50,615.483021
-8.050666,50,615.983547
-1.565209,50,616.483721
-3.335005,50,616.983206
-3.701433,50,617.483804
-1.018257,50,617.983428
-4.715381,50,618.483482
-0.644262,50,618.983427
-4.28145,50,619.4834
-2.257107,50,619.982807
-2.536578,50,620.484543
-4.388273,50,620.983623
-1.575763,50,621.484311
-2.394105,50,621.9837
-0.164637,50,622.483647
-4.628521,50,622.98334
-1.028838,50,623.482926
-2.219409,50,623.983153
-0.810494,50,624.483066
-3.720531,50,624.983691
-1.685911,50,625.4834
-5.689593,50,625.983628
-3.184345,50,626.483662
-0.736083,50,626.983005
-2.596844,50,627.483584
-4.193001,50,627.98328
-5.230174,50,628.483739
-5.395523,50,628.983268
-1.246401,50,629.483588
-3.663711,50,629.98338
-4.343613,50,630.483059
-2.52797,50,630.983662
-0.619741,50,631.483742
-1.483633,50,631.983726
-1.083024,50,632.483989
-3.214728,50,632.983393
-4.295518,50,633.483033
-0.907424,50,633.982963
-1.118609,50,634.483359
-1.245176,50,634.98378
-1.474888,50,635.483665
-0.417418,50,635.983622
-3.053169,50,636.483428
-2.728081,50,636.983043
-6.213936,50,637.484331
-4.26882,50,637.982921
-0.893533,50,638.483862
-3.662177,50,638.983323
-1.270165,50,639.483193
-6.041234,50,639.983717
-0.812077,50,640.482913
-0.431096,50,640.98283
-2.596613,50,641.484
-0.398631,50,641.984186
-1.014157,50,642.483452
-3.569812,50,642.982852
-0.991769,50,643.483486
-0.409865,50,643.983352
-2.86092,50,644.483583
-4.437443,50,644.983511
-4.591891,50,645.483899
-0.687417,50,645.983727
-1.171043,50,646.483308
-6.088423,50,646.982823
-0.676419,50,647.482824
-5.222705,50,647.983219
-0.332182,50,648.483301
-1.612206,50,648.983388
-1.801291,50,649.483709
-1.960282,50,649.983184
-0.300649,50,650.483704
-0.292044,50,650.983051
-0.493537,50,651.483294
-2.826313,50,651.982862
-1.068986,50,652.483577
-3.870261,50,652.983333
-0.774356,50,653.483693
-1.385118,50,653.983692
-2.138848,50,654.48304
-2.125692,50,654.984119
-2.58441,50,655.484063
-5.053176,50,655.983702
-0.824235,50,656.484077
-0.58883,50,656.982937
-4.823953,50,657.484614
-0.684566,50,657.98627
-0.948005,50,658.488201
-3.788739,50,658.983709
-1.576527,50,659.484016
-4.232748,50,659.983412
-0.352715,50,660.483448
-3.159634,50,660.983349
-1.856724,50,661.482961
-0.735962,50,661.98386
-1.878078,50,662.483564
-3.837944,50,662.983051
-6.578081,50,663.48364
-1.035484,50,663.983563
-0.225828,50,664.483627
-6.418274,50,664.98366
-4.737806,50,665.483452
-2.742669,50,665.983379
-1.898738,50,666.483413
-1.029032,50,666.983708
-0.679052,50,667.483726
-5.053121,50,667.98327
-0.93205,50,668.483492
-0.399941,50,668.983055
-5.810815,50,669.483338
-2.31205,50,669.983205
-3.406978,50,670.483091
-0.720695,50,670.983413
-1.036089,50,671.483694
-1.814751,50,671.983796
-3.218247,50,672.483768
-1.082184,50,672.983506
-0.510282,50,673.483687
-2.280017,50,673.983798
-1.183605,50,674.483522
-2.480774,50,674.982778
-0.654955,50,675.483626
-1.831729,50,675.983685
-0.986303,50,676.483665
-0.652265,50,676.982423
-4.387834,50,677.483953
-1.79804,50,677.983814
-1.696859,50,678.483363
-3.07204,50,678.983593
-1.62044,50,679.484153
-1.861973,50,679.983676
-0.932361,50,680.483372
-2.651043,50,680.984084
-5.801844,50,681.483761
-0.127531,50,681.983719
-1.710124,50,682.483412
-1.231183,50,682.983299
-1.841728,50,683.483455
-2.430013,50,683.982787
-0.473904,50,684.482959
-1.294596,50,684.983821
-0.775907,50,685.482958
-5.0707,50,685.983661
-2.550436,50,686.482622
-2.11775,50,686.983418
-0.223785,50,687.483611
-1.21653,50,687.983579
-2.476046,50,688.483309
-1.449815,50,688.982808
-2.331952,50,689.483327
-0.354153,50,689.982882
-2.831159,50,690.484011
-3.471043,50,690.983454
-3.737469,50,691.483305
-2.001212,50,691.983058
-4.469558,50,692.483707
-1.085223,50,692.983575
-0.556683,50,693.483366
-1.142558,50,693.98263
-5.086263,50,694.483543
-4.945141,50,694.982354
-1.58384,50,695.483124
-1.248092,50,695.983152
-3.829037,50,696.484393
-5.333993,50,696.983219
-1.651203,50,697.483089
-1.760242,50,697.984241
-0.509,50,698.483463
-0.96374,50,698.983435
-5.566106,50,699.483314
-2.200071,50,699.983713
-0.949681,50,700.483037
-5.630677,50,700.983432
-1.765913,50,701.48384
-4.988605,50,701.983589
-1.098758,50,702.483456
-3.645477,50,702.983047
-2.671505,50,703.483186
-0.742109,50,703.983542
-0.254444,50,704.483566
-0.47809,50,704.982805
-0.697897,50,705.483859
-1.13781,50,705.983457
-1.669675,50,706.483298
-0.146402,50,706.983498
-3.621494,50,707.4849
-2.968056,50,707.982753
-1.424359,50,708.483202
-2.655935,50,708.983581
-5.954595,50,709.483653
-0.878787,50,709.983739
-2.78849,50,710.483654
-1.710745,50,710.982671
-0.754487,50,711.48387
-0.671044,50,711.983412
-5.453186,50,712.484847
-0.82942,50,712.98427
-5.040901,50,713.482839
-2.104859,50,713.983951
-0.949165,50,714.483738
-0.938767,50,714.983511
-2.577846,50,715.483581
-1.642022,50,715.982872
-3.579936,50,716.483491
-1.929381,50,716.983164
-5.308774,50,717.484158
-0.874007,50,717.98373
-2.033121,50,718.483478
-0.887831,50,718.983557
-0.607375,50,719.483392
-1.211963,50,719.983638
-6.782297,50,720.483656
-3.021327,50,720.984152
-0.421807,50,721.483425
-4.203095,50,721.983715
-1.656987,50,722.483289
-0.891883,50,722.983804
-1.972623,50,723.482974
-0.967906,50,723.982738
-0.361667,50,724.483176
-5.856999,50,724.983766
-2.376856,50,725.483232
-7.534078,50,725.983693
-2.500357,50,726.483644
-1.534506,50,726.983743
-3.534879,50,727.482961
-4.235941,50,727.982584
-1.278932,50,728.483618
-0.897004,50,728.983469
-0.187724,50,729.482874
-0.190195,50,729.98376
-1.84758,50,730.483408
-1.350671,50,730.983708
-5.540547,50,731.483596
-0.511443,50,731.983897
-3.125116,50,732.483712
-5.617889,50,732.983494
-2.706779,50,733.483673
-1.990299,50,733.984106
-1.657432,50,734.483669
-0.874486,50,734.984102
-6.462093,50,735.4833
-3.459002,50,735.983558
-3.347442,50,736.486269
-0.946049,50,736.983784
-3.630233,50,737.483686
-4.260747,50,737.983814
-1.475178,50,738.483876
-1.196558,50,738.983962
-0.788067,50,739.483642
-0.98439,50,739.983538
-6.264406,50,740.483763
-0.792575,50,740.983469
-1.705501,50,741.483629
-0.487182,50,741.983087
-5.745431,50,742.483194
-2.844236,50,742.982699
-0.408328,50,743.483569
-7.548077,50,743.983414
-0.906586,50,744.483855
-4.213429,50,744.983345
-0.992746,50,745.483347
-6.917106,50,745.983602
-2.242057,50,746.483446
-6.365255,50,746.983829
-2.320754,50,747.483943
-1.0361,50,747.983912
-2.302194,50,748.483833
-0.943365,50,748.983672
-1.081279,50,749.483727
-3.055098,50,749.983868
-2.614657,50,750.483821
-2.282957,50,750.983693
-1.618727,50,751.483428
-0.729917,50,751.983747
-2.176179,50,752.483858
-0.904764,50,752.983175
-1.322298,50,753.483936
-0.954697,50,753.983863
-3.648404,50,754.484109
-0.970121,50,754.98345
-3.773765,50,755.483253
-2.553827,50,755.983868
-0.771913,50,756.483791
-2.212118,50,756.982927
-0.733668,50,757.483444
-2.736355,50,757.98569
-0.20671,50,758.483121
-0.97488,50,758.983215
-0.973509,50,759.483617
-1.287393,50,759.982772
-0.544057,50,760.483465
-0.807756,50,760.983508
-4.393132,50,761.483562
-3.423256,50,761.983643
-4.284499,50,762.484483
-0.840363,50,762.98363
-0.982882,50,763.483258
-1.78675,50,763.98339
-1.828787,50,764.483185
-4.307371,50,764.983361
-1.240407,50,765.483423
-0.879177,50,765.98333
-3.841147,50,766.483776
-5.923722,50,766.983543
-2.545921,50,767.483406
-3.470084,50,767.983404
-0.698626,50,768.483406
-5.124519,50,768.983329
-1.806,50,769.483537
-0.577333,50,769.982876
-1.269054,50,770.482986
-3.594432,50,770.982821
-5.715876,50,771.483962
-2.984164,50,771.983504
-2.137041,50,772.483775
-5.808686,50,772.982868
-1.65714,50,773.48364
-2.58516,50,773.983688
-1.475062,50,774.483636
-4.237109,50,774.983191
-0.711507,50,775.483446
-0.428874,50,775.983414
-2.101961,50,776.483718
-4.626639,50,776.983626
-2.233402,50,777.484059
-2.536349,50,777.983299
-2.32437,50,778.484112
-0.840363,50,778.983639
-2.651523,50,779.482571
-2.103607,50,779.983485
-1.148275,50,780.482948
-2.443943,50,780.983687
-0.601765,50,781.483614
-0.788213,50,781.983691
-5.624653,50,782.48439
-5.172384,50,782.983694
-5.038012,50,783.483532
-0.787176,50,783.983388
-2.694839,50,784.483537
-6.240153,50,784.983355
-5.300217,50,785.483809
-0.861462,50,785.983494
-1.402118,50,786.483725
-0.548061,50,786.982906
-0.636316,50,787.48377
-2.407364,50,787.983645
-3.804401,50,788.483333
-1.152652,50,788.983706
-4.570039,50,789.483045
-0.655296,50,789.98367
-1.039894,50,790.483503
-0.978528,50,790.983825
-4.430978,50,791.484093
-0.407953,50,791.983212
-2.762363,50,792.483027
-3.935092,50,792.983324
-0.89877,50,793.483951
-3.534969,50,793.98276
-5.541885,50,794.483515
-1.453987,50,794.98306
-0.608874,50,795.48367
-0.970199,50,795.982831
-0.909006,50,796.482948
-0.810988,50,796.983403
-0.611716,50,797.483769
-2.866307,50,797.983369
-0.597081,50,798.484066
-5.735358,50,798.983424
-3.472093,50,799.483504
-1.093647,50,799.983706
-4.595291,50,800.483766
-2.334311,50,800.984084
-0.831337,50,801.483413
-2.077561,50,801.983503
-5.483484,50,802.483723
-2.47624,50,802.983711
-0.640175,50,803.483456
-0.97488,50,803.983898
-0.832701,50,804.484392
-0.851752,50,804.983864
-2.803055,50,805.483617
-3.329338,50,805.98288
-1.137158,50,806.483083
-0.253613,50,806.983419
-0.61059,50,807.484152
-3.772567,50,807.983392
-0.721491,50,808.483986
-3.686319,50,808.9843
-0.95959,50,809.484415
-4.150808,50,809.983645
-0.988214,50,810.48383
-5.558348,50,810.983981
-1.169368,50,811.483825
-1.370985,50,811.982762
-2.422099,50,812.484059
-0.654798,50,812.983162
-5.163617,50,813.483192
-0.814463,50,813.983057
-0.915341,50,814.482993
-0.815734,50,814.983418
-0.164906,50,815.483915
-1.614402,50,815.983203
-7.779223,50,816.483315
-0.746166,50,816.98327
-5.288742,50,817.484953
-1.970207,50,817.98407
-0.916661,50,818.483415
-0.95558,50,818.982751
-4.281236,50,819.482596
-0.536662,50,819.983584
-4.827446,50,820.483712
-0.777915,50,820.983569
-0.55268,50,821.484042
-0.643091,50,821.983705
-2.7579,50,822.483356
-0.568593,50,822.983963
-0.453905,50,823.483616
-2.426632,50,823.98396
-6.522299,50,824.483351
-0.735565,50,824.982914
-0.876942,50,825.482882
-5.249292,50,825.982738
-0.78596,50,826.483128
-0.717267,50,826.98352
-0.760832,50,827.483899
-2.469364,50,827.983073
-5.030645,50,828.483595
-0.789174,50,828.983734
-3.363734,50,829.483531
-5.132684,50,829.983782
-0.970004,50,830.483692
-1.827186,50,830.984006
-3.958328,50,831.483552
-0.359575,50,831.982636
-1.778988,50,832.483633
-0.908226,50,832.983428
-6.368752,50,833.483935
-3.041251,50,833.982782
-0.879108,50,834.483894
-3.121864,50,834.983716
-2.273053,50,835.484353
-2.338878,50,835.983508
-1.807987,50,836.483701
-6.945263,50,836.983915
-3.084524,50,837.483668
-0.763584,50,837.982866
-0.216117,50,838.483554
-0.535534,50,838.983246
-4.47676,50,839.483501
-1.651259,50,839.982984
-1.638516,50,840.484198
-1.207576,50,840.983016
-4.557804,50,841.484149
-1.203676,50,841.983129
-1.155465,50,842.483845
-0.83855,50,842.982809
-3.652077,50,843.483466
-3.362546,50,843.983552
-3.74744,50,844.482721
-0.959247,50,844.983292
-0.44644,50,845.484138
-1.658075,50,845.984078
-0.540254,50,846.48412
-1.095242,50,846.983531
-0.384502,50,847.4828
-3.481383,50,847.983558
-2.782574,50,848.483063
-2.854263,50,848.983672
-0.907047,50,849.4836
-1.668109,50,849.983701
-1.254091,50,850.483912
-4.291661,50,850.983399
-2.48174,50,851.483798
-3.655691,50,851.983167
-0.929694,50,852.483863
-3.845134,50,852.983469
-1.016126,50,853.484262
-0.667286,50,853.983713
-1.137025,50,854.483706
-1.859468,50,854.98277
-2.658717,50,855.483582
-2.294368,50,855.983485
-2.925442,50,856.482371
-0.996837,50,856.983513
-0.398133,50,857.48362
-3.817658,50,857.983529
-0.629178,50,858.483458
-2.695105,50,858.983917
-3.082134,50,859.48331
-1.870047,50,859.982941
-0.799981,50,860.484053
-2.40264,50,860.983153
-0.206207,50,861.483232
-1.169165,50,861.983558
-3.388731,50,862.483362
-6.64481,50,862.984424
-1.679585,50,863.483295
-1.864009,50,863.98846
-2.343602,50,864.483943
-2.753898,50,864.983343
-5.30399,50,865.48317
-0.943249,50,865.983471
-5.51354,50,866.483664
-1.728703,50,866.983577
-1.638431,50,867.483591
-1.026028,50,867.983055
-0.706089,50,868.483592
-4.429901,50,868.983448
-4.784874,50,869.483941
-0.699398,50,869.983336
-0.406407,50,870.483181
-2.01784,50,870.983856
-4.306777,50,871.484112
-2.308605,50,871.982756
-1.7857,50,872.482463
-2.592064,50,872.984307
-0.755269,50,873.483619
-0.933033,50,873.982981
-5.658374,50,874.484126
-2.764319,50,874.984013
-0.287555,50,875.483444
-1.297605,50,875.982555
-3.471522,50,876.483015
-1.863042,50,876.983671
-0.888645,50,877.483726
-1.885636,50,877.983367
-1.858261,50,878.483607
-3.787735,50,878.983734
-3.726447,50,879.483552
-2.003023,50,879.9829
-4.553253,50,880.483814
-3.036919,50,880.982887
-1.357894,50,881.483434
-5.196044,50,881.984136
-0.565279,50,882.483415
-0.684565,50,882.983107
-3.216759,50,883.483803
-0.945183,50,883.98366
-2.789022,50,884.483719
-1.009595,50,884.98302
-0.845599,50,885.482886
-1.322508,50,885.983032
-3.565707,50,886.483296
-1.758586,50,886.98299
-0.495027,50,887.483594
-1.922841,50,887.983257
-0.078917,50,888.483639
-1.376031,50,888.982392
-7.475513,50,889.48314
-3.680897,50,889.983518
-2.898905,50,890.482802
-1.170362,50,890.983662
-0.806706,50,891.48332
-2.397379,50,891.983435
-0.35793,50,892.489468
-1.191591,50,892.983829
-3.136637,50,893.483256
-1.073599,50,893.983999
-2.08986,50,894.48393
-0.379883,50,894.983037
-2.151034,50,895.483422
-2.220277,50,895.983514
-4.187282,50,896.483862
-0.726542,50,896.983796
-2.273763,50,897.483643
-2.074093,50,897.983249
-2.574749,50,898.483274
-0.865106,50,898.983066
-3.961225,50,899.483
-1.754746,50,899.983316
-3.956299,50,900.483713
-1.165585,50,900.983539
-0.769399,50,901.484147
-5.259536,50,901.983372
-2.600823,50,902.483856
-1.226315,50,902.98366
-0.924285,50,903.483032
-0.493808,50,903.983497
-6.781212,50,904.483093
-0.616232,50,904.983713
-0.770289,50,905.482846
-0.839915,50,905.983992
-1.345412,50,906.483809
-0.768602,50,906.983597
-0.948128,50,907.483448
-5.026847,50,907.983647
-3.701906,50,908.484118
-4.761413,50,908.983962
-3.905175,50,909.484598
-6.920117,50,909.983488
-5.474494,50,910.483735
-1.894742,50,910.983607
-1.38111,50,911.483711
-5.621429,50,911.983432
-1.038928,50,912.483537
-0.873802,50,912.983054
-1.185928,50,913.482881
-5.271251,50,913.983635
-4.162131,50,914.48357
-7.520161,50,914.988537
-1.352956,50,915.484004
-3.086824,50,915.98374
-2.859568,50,916.483448
-4.578148,50,916.983677
-1.92272,50,917.483122
-1.391823,50,917.982936
-3.816702,50,918.482982
-6.596246,50,918.982925
-1.987535,50,919.483935
-1.282386,50,919.983746
-0.038777,50,920.482802
-0.993255,50,920.983459
-2.56965,50,921.483995
-0.167235,50,921.983809
-4.739225,50,922.483596
-0.749361,50,922.982965
-3.913208,50,923.483498
-6.467751,50,923.982963
-3.554829,50,924.483981
-1.740339,50,924.98325
-0.714175,50,925.483124
-0.737727,50,925.983976
-0.850961,50,926.484055
-1.487544,50,926.98382
-1.697458,50,927.482711
-2.917227,50,927.983551
-0.493034,50,928.483479
-1.202919,50,928.983867
-2.236393,50,929.483573
-4.348398,50,929.983718
-0.62271,50,930.482804
-1.766152,50,930.98359
-1.253152,50,931.483649
-0.788699,50,931.983686
-0.876906,50,932.483463
-0.446726,50,932.983555
-6.208737,50,933.483212
-0.711104,50,933.983109
-1.574666,50,934.483387
-0.449171,50,934.983923
-0.811208,50,935.483449
-6.012278,50,935.983461
-1.178097,50,936.483627
-5.851676,50,936.983101
-1.303983,50,937.483786
-0.830593,50,937.983839
-3.817821,50,938.48363
-2.013558,50,938.983918
-5.321415,50,939.483582
-1.26343,50,939.983494
-3.754605,50,940.483403
-4.07519,50,940.983478
-4.658094,50,941.486504
-4.700826,50,941.983773
-1.012317,50,942.482821
-2.513972,50,942.982979
-1.258595,50,943.483087
-2.350763,50,943.983847
-4.525087,50,944.483198
-1.956013,50,944.987301
-2.569239,50,945.482984
-2.406063,50,945.98367
-0.727534,50,946.483377
-1.306565,50,946.983935
-1.205628,50,947.484064
-1.132293,50,947.983497
-1.13719,50,948.48279
-1.520527,50,948.98333
-0.912725,50,949.483672
-3.60956,50,949.983323
-1.707609,50,950.483968
-1.113297,50,950.982455
-1.119915,50,951.483645
-1.385402,50,951.983451
-0.325717,50,952.482974
-4.725068,50,952.983477
-1.574717,50,953.483639
-2.917775,50,953.983474
-0.866912,50,954.483519
-3.104979,50,954.983967
-5.099219,50,955.482974
-0.721448,50,955.983455
-2.333456,50,956.483452
-0.922343,50,956.982617
-2.657816,50,957.483806
-0.928105,50,957.982802
-4.356009,50,958.482369
-4.790457,50,958.983419
-0.828545,50,959.483301
-3.232859,50,959.98403
-0.798604,50,960.483354
-2.749377,50,960.983445
-4.69471,50,961.483618
-6.225507,50,961.983984
-2.647055,50,962.483541
-1.037952,50,962.982937
-0.16302,50,963.483765
-3.268991,50,963.982487
-5.364223,50,964.482622
-0.693674,50,964.983548
-4.034472,50,965.483728
-3.411635,50,965.983469
-1.737072,50,966.483619
-3.959902,50,966.983373
-2.226877,50,967.483487
-2.460037,50,967.983664
-3.145847,50,968.484004
-2.649417,50,968.982833
-6.146696,50,969.483987
-2.480495,50,969.984123
-0.644145,50,970.48418
-5.084643,50,970.983329
-1.021609,50,971.483899
-2.812514,50,971.983396
-2.439352,50,972.484204
-3.185427,50,972.983509
-3.3967,50,973.483435
-4.095212,50,973.983672
-0.724232,50,974.483696
-0.372294,50,974.982783
-5.920099,50,975.483455
-6.396162,50,975.983542
-0.321746,50,976.483146
-1.081128,50,976.983494
-0.772996,50,977.482319
-0.636055,50,977.983388
-6.05989,50,978.483758
-1.827542,50,978.983476
-1.768777,50,979.483871
-1.613442,50,979.983663
-0.470369,50,980.483247
-3.758137,50,980.983341
-0.724428,50,981.482806
-1.486178,50,981.982559
-0.348274,50,982.483795
-3.815833,50,982.983006
-3.69999,50,983.483742
-3.343699,50,983.983938
-0.500154,50,984.483966
-0.489962,50,984.982726
-5.420644,50,985.483551
-4.960793,50,985.983872
-4.501606,50,986.483686
-3.26009,50,986.983315
-1.002857,50,987.483914
-5.039935,50,987.983084
-1.007335,50,988.483284
-3.57718,50,988.983005
-4.230855,50,989.483342
-3.866498,50,989.984288
-2.489583,50,990.483414
-7.125334,50,990.988019
-6.248422,50,991.485834
-5.180319,50,991.985745
-4.994615,50,992.483886
-1.961972,50,992.983113
-3.033213,50,993.483006
-4.899226,50,993.982738
-1.037918,50,994.48406
-5.77278,50,994.98324
-3.4831,50,995.483359
-1.638765,50,995.983325
-1.552813,50,996.48327
-1.241875,50,996.983344
-2.0585,50,997.482828
-0.873648,50,997.983201
-0.106793,50,998.483673
-2.517666,50,998.983493
-5.602261,50,999.483655
-4.775561,50,999.982885
-4.537264,50,1000.483715
-3.020075,50,1000.98303
-6.667342,50,1001.483366
-4.989905,50,1001.983452
-6.491083,50,1002.483266
-6.576703,50,1002.98409
-0.959081,50,1003.484216
-0.685103,50,1003.983204
-1.396192,50,1004.483456
-3.654301,50,1004.983585
-3.962176,50,1005.483528
-1.859574,50,1005.983822
-2.225568,50,1006.483938
-0.198747,50,1006.984257
-1.000766,50,1007.483795
-0.773444,50,1007.983652
-4.012952,50,1008.484211
-0.356406,50,1008.983634
-0.628966,50,1009.483979
-0.675951,50,1009.983825
-3.067874,50,1010.483209
-2.384831,50,1010.983382
-1.119166,50,1011.484253
-2.074638,50,1011.983903
-0.847224,50,1012.483192
-0.632805,50,1012.983231
-0.331218,50,1013.483539
-1.050394,50,1013.983369
-0.482075,50,1014.484344
-2.303359,50,1014.983626
-3.103256,50,1015.483423
-0.800702,50,1015.983654
-1.5593,50,1016.483681
-4.874544,50,1016.988209
-1.386502,50,1017.483747
-2.459418,50,1017.983372
-0.83911,50,1018.483309
-0.954992,50,1018.983707
-0.777851,50,1019.4838
-0.775538,50,1019.983513
-0.785154,50,1020.483612
-1.417278,50,1020.983147
-0.748655,50,1021.483778
-2.399332,50,1021.982698
-2.423945,50,1022.483373
-0.744204,50,1022.983402
-1.15816,50,1023.484114
-0.904581,50,1023.983944
-3.454188,50,1024.483741
-1.800232,50,1024.982572
-2.782781,50,1025.483617
-2.4903,50,1025.983434
-0.590183,50,1026.484276
-0.368105,50,1026.984103
-0.257445,50,1027.483263
-0.670328,50,1027.983437
-0.928411,50,1028.483649
-6.336905,50,1028.983429
-2.046119,50,1029.483748
-1.230534,50,1029.984053
-4.67927,50,1030.48374
-3.268228,50,1030.983743
-0.691716,50,1031.483599
-0.601269,50,1031.983776
-1.791601,50,1032.483006
-4.308935,50,1032.983702
-4.876463,50,1033.483652
-2.302893,50,1033.984002
-0.501281,50,1034.483603
-0.788839,50,1034.984057
-0.393062,50,1035.483489
-0.667407,50,1035.983733
-0.925492,50,1036.483695
-4.174833,50,1036.98356
-0.985012,50,1037.483653
-3.922209,50,1037.983562
-0.695351,50,1038.483526
-5.03589,50,1039.000053
-1.160706,50,1039.515422
-0.660813,50,1039.986267
-1.636136,50,1040.48707
-4.017044,50,1041.003485
-1.924373,50,1041.526197
-1.516516,50,1042.095183
-3.761521,50,1042.688251
-0.317775,50,1043.164142
-2.754857,50,1043.491578
-0.709801,50,1043.983885
-3.547264,50,1044.483888
-2.830601,50,1044.983527
-3.9226,50,1045.483423
-3.981883,50,1045.983737
-4.275499,50,1046.483707
-4.091578,50,1046.98358
-2.433731,50,1047.483694
-1.618328,50,1047.983817
-2.556675,50,1048.483835
-3.186378,50,1048.983434
-1.269401,50,1049.483194
-4.018813,50,1049.983487
-0.667196,50,1050.483782
-0.473764,50,1050.983111
-7.48899,50,1051.48357
-0.915848,50,1051.983824
-0.450545,50,1052.483398
-0.504265,50,1052.983468
-3.698755,50,1053.483741
-2.924399,50,1053.983771
-2.892921,50,1054.483488
-2.522805,50,1054.98347
-1.371672,50,1055.483752
-3.569776,50,1055.983511
-0.827239,50,1056.484525
-0.723756,50,1056.983671
-2.628962,50,1057.483629
-0.124999,50,1057.983326
-0.780467,50,1058.483331
-4.475275,50,1058.983226
-0.573625,50,1059.483846
-0.684651,50,1059.983586
-3.960444,50,1060.483617
-2.087134,50,1060.983883
-2.027642,50,1061.483772
-2.363066,50,1061.983644
-0.815148,50,1062.483428
-1.902825,50,1062.983688
-0.716135,50,1063.483705
-2.704064,50,1063.984237
-1.085871,50,1064.484029
-2.854014,50,1064.983425
-2.674481,50,1065.484837
-3.77925,50,1066.000397
-0.679252,50,1066.483698
-0.830526,50,1066.98392
-2.740428,50,1067.484412
-1.456269,50,1067.983533
