#{"t_start": 1763633712.5493202, "env_id": "None"}
r,l,t
-5.267459,50,1068.483646
-4.559076,50,1068.983546
-2.731663,50,1069.483367
-0.710493,50,1069.982926
-3.819486,50,1070.483152
-1.107088,50,1070.98363
-5.899798,50,1071.483796
-1.164287,50,1071.983967
-0.414369,50,1072.483377
-0.712929,50,1072.983614
-2.924382,50,1073.483673
-3.976156,50,1073.983545
-0.894599,50,1074.483399
-0.584027,50,1074.98321
-1.991524,50,1075.482878
-1.479175,50,1075.983048
-2.504571,50,1076.48418
-0.742715,50,1076.983423
-1.336437,50,1077.483646
-0.396561,50,1077.98371
-0.790381,50,1078.484131
-6.984939,50,1078.983525
-3.89944,50,1079.48367
-1.985348,50,1079.98359
-4.03562,50,1080.483701
-4.282689,50,1080.983711
-0.599028,50,1081.483773
-3.088031,50,1081.983461
-2.939098,50,1082.483407
-1.974021,50,1082.982832
-0.703624,50,1083.484889
-0.561004,50,1083.983906
-6.426881,50,1084.48364
-2.424008,50,1084.98357
-2.979277,50,1085.48371
-4.155432,50,1085.983431
-7.116415,50,1086.483713
-1.669818,50,1086.98348
-2.780287,50,1087.482612
-0.887576,50,1087.98368
-1.09889,50,1088.482921
-0.199611,50,1088.983583
-3.824093,50,1089.483604
-1.624191,50,1089.982852
-1.558209,50,1090.483619
-1.684096,50,1090.982745
-2.984619,50,1091.483881
-2.932113,50,1091.983583
-1.639051,50,1092.484109
-3.139056,50,1092.983479
-0.693839,50,1093.483779
-1.0101,50,1093.983912
-0.807283,50,1094.483902
-2.064831,50,1094.983734
-6.484841,50,1095.483859
-3.134928,50,1095.983869
-2.690183,50,1096.483539
-0.474161,50,1096.983675
-1.693777,50,1097.483687
-0.741436,50,1097.983519
-0.657947,50,1098.483507
-0.880659,50,1098.983415
-3.063452,50,1099.482643
-0.944029,50,1099.983618
-2.637069,50,1100.484111
-2.151176,50,1100.983773
-0.684544,50,1101.482864
-4.149604,50,1101.98412
-3.440901,50,1102.484173
-0.645984,50,1102.982713
-2.765438,50,1103.484038
-0.849426,50,1103.983238
-0.323271,50,1104.483875
-1.899889,50,1104.983732
-1.623407,50,1105.482824
-0.31711,50,1105.983554
-0.721841,50,1106.483593
-2.482355,50,1106.983842
-2.178989,50,1107.483075
-1.456839,50,1107.98374
-4.81809,50,1108.482786
-0.935836,50,1108.983492
-3.19345,50,1109.483707
-3.745851,50,1109.983017
-2.821992,50,1110.488968
-0.734357,50,1110.98278
-2.94675,50,1111.483213
-0.769086,50,1111.983634
-3.155611,50,1112.483083
-0.185641,50,1112.983743
-0.525372,50,1113.483439
-1.097542,50,1113.983557
-5.294642,50,1114.483486
-0.305317,50,1114.983765
-0.469409,50,1115.482711
-1.413377,50,1115.983715
-6.739037,50,1116.483529
-0.794272,50,1116.983741
-3.534188,50,1117.483794
-0.705932,50,1117.983667
-2.999689,50,1118.483968
-2.182171,50,1118.983815
-2.04719,50,1119.483421
-2.756451,50,1119.983736
-2.944935,50,1120.48398
-2.254731,50,1120.983459
-1.460395,50,1121.483914
-1.300716,50,1121.983205
-3.491287,50,1122.484254
-0.957783,50,1122.983876
-0.806962,50,1123.483581
-0.531992,50,1123.982862
-1.909251,50,1124.483522
-0.699175,50,1124.983308
-6.243902,50,1125.483474
-4.91698,50,1125.983784
-1.056099,50,1126.484038
-0.452489,50,1126.983451
-0.752038,50,1127.483883
-0.497224,50,1127.982838
-1.178389,50,1128.483867
-1.045294,50,1128.983809
-3.490988,50,1129.483565
-2.394323,50,1129.983817
-1.422824,50,1130.484778
-1.387005,50,1130.982677
-0.817544,50,1131.4828
-2.043955,50,1131.983086
-2.084866,50,1132.483534
-2.167497,50,1132.983547
-1.028168,50,1133.483846
-6.875581,50,1133.983232
-0.820868,50,1134.483549
-1.025904,50,1134.983631
-4.418232,50,1135.483746
-0.871853,50,1135.9838
-2.393335,50,1136.483542
-1.150299,50,1136.982845
-1.755897,50,1137.483053
-1.223549,50,1137.983583
-0.574804,50,1138.483471
-0.800516,50,1138.983232
-0.985229,50,1139.483536
-0.656241,50,1139.983564
-3.714712,50,1140.483863
-0.614199,50,1140.983451
-3.842587,50,1141.483521
-0.955265,50,1141.983583
-4.504562,50,1142.483859
-5.617606,50,1142.982836
-1.561286,50,1143.483719
-1.926801,50,1143.982965
-3.312985,50,1144.482841
-2.122178,50,1144.983825
-0.680643,50,1145.48359
-2.286634,50,1145.983658
-4.836495,50,1146.483966
-0.65462,50,1146.983453
-4.933794,50,1147.483953
-1.487057,50,1147.983818
-2.971257,50,1148.483781
-1.495247,50,1148.98341
-2.217185,50,1149.483407
-2.103015,50,1149.983807
-3.063836,50,1150.483718
-4.964681,50,1150.983316
-0.788827,50,1151.48367
-2.148831,50,1151.983661
-2.766011,50,1152.483578
-0.480899,50,1152.982865
-0.775661,50,1153.483338
-1.448881,50,1153.983187
-3.299033,50,1154.484976
-0.704168,50,1154.982886
-0.435114,50,1155.482859
-0.418147,50,1155.983706
-1.621459,50,1156.483092
-3.341729,50,1156.983572
-1.220942,50,1157.483153
-3.81237,50,1157.983692
-7.876165,50,1158.483476
-4.498511,50,1158.983504
-2.121416,50,1159.483515
-5.672512,50,1159.983605
-2.132205,50,1160.483698
-2.731502,50,1160.983175
-0.552412,50,1161.483676
-2.148972,50,1161.984002
-6.58219,50,1162.483096
-6.369683,50,1162.983569
-1.72218,50,1163.483444
-2.494362,50,1163.983293
-1.031342,50,1164.482735
-5.965957,50,1164.983604
-3.915735,50,1165.483449
-0.1151,50,1165.982822
-0.490935,50,1166.483901
-1.925574,50,1166.983803
-3.743532,50,1167.483575
-0.481817,50,1167.984076
-2.245915,50,1168.483306
-2.257,50,1168.982514
-0.627895,50,1169.483952
-3.890604,50,1169.983867
-0.381983,50,1170.483551
-2.047919,50,1170.983063
-3.357667,50,1171.484048
-1.586046,50,1171.983099
-5.962339,50,1172.483493
-5.838056,50,1172.983139
-1.678163,50,1173.483789
-0.877798,50,1173.983426
-0.640058,50,1174.483459
-6.605845,50,1174.983766
-2.000817,50,1175.483715
-1.22273,50,1175.982967
-4.927781,50,1176.483515
-0.840652,50,1176.983778
-2.826149,50,1177.483726
-0.252128,50,1177.983185
-4.075358,50,1178.483928
-3.672016,50,1178.983017
-2.506648,50,1179.483612
-1.452701,50,1179.983829
-3.625546,50,1180.483445
-1.861229,50,1180.984204
-4.694552,50,1181.484617
-2.969607,50,1181.983688
-5.438852,50,1182.483203
-6.046386,50,1182.983629
-2.660837,50,1183.483062
-0.730001,50,1183.983484
-1.088058,50,1184.48394
-0.24694,50,1184.983657
-2.967363,50,1185.483662
-3.332541,50,1185.983893
-0.820483,50,1186.483444
-2.754476,50,1186.982833
-2.28313,50,1187.483741
-2.068263,50,1187.982836
-4.244864,50,1188.483188
-5.112909,50,1188.983426
-0.65087,50,1189.483509
-1.07085,50,1189.983906
-3.01188,50,1190.483545
-2.425242,50,1190.983402
-3.655392,50,1191.484092
-3.417172,50,1191.983642
-6.205554,50,1192.484011
-1.768005,50,1192.982771
-0.732523,50,1193.483546
-4.413971,50,1193.982857
-2.064705,50,1194.483527
-2.430949,50,1194.983707
-5.622083,50,1195.482938
-1.101175,50,1195.983662
-1.276126,50,1196.482763
-5.166735,50,1196.983501
-4.454508,50,1197.48257
-3.850245,50,1197.983614
-0.771642,50,1198.483793
-0.970138,50,1198.983753
-2.256059,50,1199.484284
-0.259963,50,1199.983871
-1.700581,50,1200.484034
-1.025462,50,1200.983477
-1.98138,50,1201.483882
-0.342021,50,1201.983419
-5.004266,50,1202.483814
-0.491576,50,1202.984346
-0.342936,50,1203.483092
-4.857126,50,1203.985608
-2.394001,50,1204.484365
-1.50638,50,1204.983572
-7.178926,50,1205.483662
-0.771447,50,1205.983546
-0.710485,50,1206.484236
-1.103525,50,1206.983461
-4.617541,50,1207.483781
-0.673278,50,1207.983381
-2.445175,50,1208.483677
-1.267866,50,1208.983414
-0.720734,50,1209.483822
-0.615087,50,1209.983663
-0.773326,50,1210.483781
-0.652119,50,1210.983319
-0.643993,50,1211.483448
-5.342042,50,1211.983676
-3.046891,50,1212.48372
-1.259236,50,1212.983665
-2.867675,50,1213.483208
-5.349721,50,1213.983799
-0.517047,50,1214.483027
-0.766297,50,1214.984324
-3.408191,50,1215.483458
-5.58833,50,1215.983888
-1.902796,50,1216.48358
-3.129627,50,1216.983164
-0.820989,50,1217.483566
-0.706228,50,1217.983031
-2.421826,50,1218.483654
-1.95869,50,1218.98343
-2.666329,50,1219.483738
-0.410255,50,1219.982809
-0.786329,50,1220.483441
-2.145423,50,1220.983284
-5.128321,50,1221.483723
-0.434752,50,1221.982948
-0.663609,50,1222.483501
-1.068647,50,1222.982799
-4.620384,50,1223.484011
-1.014414,50,1223.982829
-5.872163,50,1224.48386
-2.558665,50,1224.982844
-1.051287,50,1225.483787
-0.490534,50,1225.98287
-1.172849,50,1226.483235
-0.805875,50,1226.983772
-5.865905,50,1227.483465
-3.031791,50,1227.983113
-0.920956,50,1228.483819
-0.705587,50,1228.982694
-7.08062,50,1229.482826
-1.519131,50,1229.983687
-0.89406,50,1230.48384
-2.710049,50,1230.984453
-1.860321,50,1231.48247
-3.435911,50,1231.983768
-1.457849,50,1232.484036
-2.919778,50,1232.983684
-3.232604,50,1233.483588
-3.38446,50,1233.9836
-4.105318,50,1234.484162
-0.733808,50,1234.983856
-1.296869,50,1235.483816
-0.651215,50,1235.983333
-2.224212,50,1236.483995
-0.807229,50,1236.983464
-1.022263,50,1237.483604
-2.820319,50,1237.983562
-0.799518,50,1238.483622
-1.249908,50,1238.983134
-3.320056,50,1239.483421
-3.378134,50,1239.983403
-0.805068,50,1240.482859
-3.441141,50,1240.983962
-5.805848,50,1241.483236
-0.534363,50,1241.98274
-4.329137,50,1242.483067
-7.744387,50,1242.983555
-5.165807,50,1243.483819
-2.769641,50,1243.983812
-3.470924,50,1244.483663
-1.998036,50,1244.983428
-1.220894,50,1245.483858
-3.663683,50,1245.983948
-4.801337,50,1246.483839
-1.670927,50,1246.983729
-2.049004,50,1247.483683
-1.629609,50,1247.983656
-1.764594,50,1248.483974
-6.305631,50,1248.983515
-0.668458,50,1249.483134
-4.027844,50,1249.983516
-0.631025,50,1250.483873
-0.889232,50,1250.98302
-3.811115,50,1251.483761
-1.98602,50,1251.984237
-3.989232,50,1252.483562
-4.905162,50,1252.983685
-2.104096,50,1253.483999
-4.430048,50,1253.983487
-4.229838,50,1254.484188
-1.081893,50,1254.983709
-0.889118,50,1255.483694
-0.541314,50,1255.982607
-0.611183,50,1256.483663
-2.234613,50,1256.983384
-0.700052,50,1257.483308
-0.822976,50,1257.983027
-2.410565,50,1258.483192
-0.479614,50,1258.982732
-1.755214,50,1259.483691
-2.184191,50,1259.982784
-0.862753,50,1260.483531
-4.622584,50,1260.983995
-0.954587,50,1261.482487
-2.113274,50,1261.983055
-7.97533,50,1262.482886
-3.049699,50,1262.983706
-0.683256,50,1263.483662
-6.40942,50,1263.983647
-2.611447,50,1264.483713
-5.261477,50,1264.983465
-3.092638,50,1265.483777
-2.709896,50,1265.98343
-5.15304,50,1266.483479
-3.267443,50,1266.983508
-0.19499,50,1267.484164
-4.009387,50,1267.983582
-0.789421,50,1268.482732
-4.805462,50,1268.982902
-7.454213,50,1269.483664
-0.673529,50,1269.983823
-1.949277,50,1270.483773
-2.010743,50,1270.983905
-5.991247,50,1271.483657
-3.262911,50,1271.983411
-0.72469,50,1272.483898
-0.619561,50,1272.983637
-1.710481,50,1273.483281
-0.254446,50,1273.984146
-4.330518,50,1274.483131
-0.734104,50,1274.983705
-3.660003,50,1275.483668
-1.451193,50,1275.983904
-0.767741,50,1276.483982
-3.469402,50,1276.982857
-0.616396,50,1277.4835
-2.90297,50,1277.983552
-3.606679,50,1278.482664
-5.793711,50,1278.982805
-1.511476,50,1279.483652
-6.70183,50,1279.98392
-0.928284,50,1280.483679
-0.212031,50,1280.982778
-6.881026,50,1281.484594
-2.956955,50,1281.982998
-0.745213,50,1282.483689
-0.22152,50,1282.982911
-4.102088,50,1283.483621
-1.069884,50,1283.983161
-0.803841,50,1284.482883
-0.760924,50,1284.983802
-2.539488,50,1285.483474
-2.657543,50,1285.982837
-2.482943,50,1286.483578
-3.84848,50,1286.983822
-0.751544,50,1287.483522
-2.90454,50,1287.983582
-3.212752,50,1288.48435
-0.966976,50,1288.983747
-2.866221,50,1289.483538
-0.4,50,1289.983812
-0.734087,50,1290.483711
-0.957273,50,1290.983762
-4.624912,50,1291.48352
-0.418437,50,1291.983229
-3.014528,50,1292.483763
-5.575794,50,1292.983113
-0.813443,50,1293.483302
-5.936062,50,1293.983897
-0.318226,50,1294.483545
-1.927498,50,1294.982914
-0.557063,50,1295.483467
-0.330129,50,1295.983596
-2.561555,50,1296.483429
-7.319234,50,1296.984105
-3.703341,50,1297.483671
-0.58291,50,1297.98354
-1.763423,50,1298.483654
-0.733423,50,1298.983698
-1.801463,50,1299.484035
-4.716991,50,1299.984199
-0.807433,50,1300.483757
-5.941799,50,1300.983519
-0.53151,50,1301.48373
-0.798593,50,1301.983527
-2.49075,50,1302.483864
-2.175084,50,1302.983616
-4.010471,50,1303.483517
-1.692136,50,1303.983817
-0.785176,50,1304.48382
-0.797825,50,1304.983107
-1.654731,50,1305.483839
-6.530326,50,1305.983285
-0.455603,50,1306.48363
-0.253277,50,1306.983617
-0.368587,50,1307.483962
-2.775048,50,1307.983685
-1.456364,50,1308.484369
-2.975503,50,1308.983923
-5.210281,50,1309.482824
-1.64174,50,1309.983593
-3.759731,50,1310.483755
-2.762003,50,1310.983629
-1.782676,50,1311.482889
-0.620198,50,1311.983423
-0.986512,50,1312.483214
-1.756068,50,1312.982699
-1.06243,50,1313.483149
-5.061456,50,1313.98392
-0.933981,50,1314.483644
-0.671207,50,1314.983018
-0.676756,50,1315.483699
-3.479194,50,1315.983557
-0.522893,50,1316.484253
-6.096153,50,1316.98364
-0.423865,50,1317.483813
-3.419013,50,1317.983522
-5.335532,50,1318.483572
-2.355901,50,1318.983192
-0.341866,50,1319.483985
-0.745883,50,1319.983254
-0.420109,50,1320.483804
-1.02061,50,1320.98359
-2.453131,50,1321.48352
-0.843437,50,1321.983972
-3.004738,50,1322.483778
-0.6104,50,1322.983771
-3.23777,50,1323.483518
-0.836899,50,1323.983095
-2.42352,50,1324.483399
-7.59337,50,1324.983195
-1.763335,50,1325.483744
-4.556168,50,1325.982922
-2.516641,50,1326.483845
-0.331216,50,1326.983469
-3.851764,50,1327.483777
-1.834894,50,1327.983698
-3.523928,50,1328.483624
-0.697724,50,1328.982862
-4.32681,50,1329.483228
-3.850187,50,1329.985131
-1.176128,50,1330.483438
-4.218111,50,1330.983745
-0.646923,50,1331.483884
-4.190969,50,1331.983162
-1.183889,50,1332.483844
-2.820215,50,1332.983549
-1.342475,50,1333.483012
-0.179895,50,1333.983163
-1.672831,50,1334.482892
-0.966345,50,1334.983639
-0.690431,50,1335.483802
-2.330935,50,1335.983297
-0.703509,50,1336.483334
-2.38106,50,1336.9833
-5.028379,50,1337.48353
-1.717491,50,1337.982764
-0.571186,50,1338.483922
-0.616862,50,1338.982971
-2.746147,50,1339.484144
-2.549828,50,1339.983598
-0.692338,50,1340.483883
-0.652801,50,1340.98376
-1.505241,50,1341.483738
-1.459623,50,1341.983789
-4.854849,50,1342.483605
-2.839956,50,1342.982469
-0.746963,50,1343.483275
-4.618689,50,1343.983629
-5.927336,50,1344.48325
-1.692602,50,1344.983177
-7.785814,50,1345.483913
-5.142683,50,1345.983592
-3.781325,50,1346.483789
-0.677223,50,1346.983327
-0.883513,50,1347.483027
-0.229357,50,1347.983136
-1.854163,50,1348.483726
-1.712958,50,1348.983732
-2.463696,50,1349.483521
-1.770282,50,1349.982853
-1.727706,50,1350.482561
-5.757504,50,1350.983593
-0.680958,50,1351.483598
-0.824061,50,1351.983277
-1.126263,50,1352.483566
-2.246356,50,1352.983983
-2.423555,50,1353.482831
-1.438526,50,1353.982607
-4.755765,50,1354.483509
-4.904371,50,1354.984692
-2.565688,50,1355.483735
-3.948833,50,1355.984067
-2.14136,50,1356.483877
-1.742027,50,1356.983157
-1.689338,50,1357.483937
-2.605372,50,1357.9837
-1.877669,50,1358.482709
-0.827978,50,1358.983619
-0.655167,50,1359.638619
-2.60044,50,1359.983487
-1.293665,50,1360.483482
-4.807836,50,1360.983768
-3.078977,50,1361.486564
-4.613644,50,1361.983236
-1.00108,50,1362.484258
-6.215864,50,1362.984031
-4.394033,50,1363.483696
-0.965516,50,1363.983018
-4.612706,50,1364.483841
-2.660611,50,1364.983698
-0.656803,50,1365.529043
-4.331442,50,1365.983813
-1.034637,50,1366.519557
-0.733525,50,1366.983861
-0.930976,50,1367.483329
-1.632492,50,1367.983942
-0.977952,50,1368.483618
-1.270653,50,1368.983642
-1.570052,50,1369.483037
-0.386839,50,1370.080306
-0.344508,50,1370.483722
-3.489287,50,1370.983662
-3.128807,50,1371.483903
-3.099652,50,1371.982883
-2.021487,50,1372.482853
-2.226716,50,1372.983694
-0.904089,50,1373.483049
-1.097088,50,1373.984411
-3.293628,50,1374.482986
-0.926812,50,1374.983272
-0.838827,50,1375.48376
-3.680191,50,1375.98371
-1.267829,50,1376.483734
-3.173809,50,1376.983301
-0.197883,50,1377.483232
-0.398963,50,1377.983596
-1.933286,50,1378.483264
-1.04835,50,1378.983179
-2.307054,50,1379.483807
-1.816857,50,1379.983828
-2.128742,50,1380.483795
-1.469842,50,1380.982905
-0.853945,50,1381.48323
-1.327762,50,1381.982921
-4.859367,50,1382.48275
-3.710075,50,1382.983994
-0.676222,50,1383.483783
-1.9751,50,1383.982843
-3.056775,50,1384.483913
-3.246145,50,1384.984067
-3.416867,50,1385.483659
-4.59641,50,1385.983628
-0.689468,50,1386.483877
-5.675425,50,1386.983885
-1.365895,50,1387.483935
-1.663312,50,1387.983556
-5.530985,50,1388.483123
-1.06152,50,1388.983984
-3.637537,50,1389.483476
-1.082749,50,1389.983756
-0.745263,50,1390.48377
-0.667166,50,1390.982925
-0.973385,50,1391.482848
-4.505018,50,1391.983606
-0.646443,50,1392.482942
-3.560079,50,1392.983689
-7.815192,50,1393.483736
-0.843449,50,1393.983761
-1.067443,50,1394.483483
-1.666518,50,1394.982857
-3.768343,50,1395.483681
-3.208429,50,1395.983504
-0.660364,50,1396.482804
-5.133485,50,1396.983539
-0.700087,50,1397.482762
-0.659022,50,1397.983567
-2.182661,50,1398.482626
-0.552135,50,1398.983782
-0.225378,50,1399.482813
-2.389899,50,1399.98315
-0.889973,50,1400.483432
-1.471744,50,1400.98352
-0.735009,50,1401.483672
-1.903438,50,1401.983078
-1.305523,50,1402.483905
-5.407068,50,1402.983485
-1.528051,50,1403.482908
-4.211807,50,1403.984013
-1.433326,50,1404.482919
-4.060482,50,1404.983928
-5.855652,50,1405.483562
-1.963381,50,1405.983899
-3.627362,50,1406.483692
-0.64201,50,1406.983749
-4.46524,50,1407.484174
-0.358089,50,1407.98329
-0.551671,50,1408.483864
-0.164614,50,1408.983069
-2.449832,50,1409.483476
-3.689125,50,1409.983642
-3.643807,50,1410.483277
-4.526258,50,1410.982925
-1.801775,50,1411.483293
-0.858536,50,1411.983809
-2.403606,50,1412.498306
-4.027903,50,1412.983504
-1.678059,50,1413.483971
-0.977272,50,1413.983593
-2.336709,50,1414.484003
-3.044022,50,1414.983955
-5.306727,50,1415.483816
-2.390341,50,1415.983707
-6.347827,50,1416.483833
-2.358428,50,1416.983353
-2.49612,50,1417.483082
-4.52159,50,1417.983266
-0.167079,50,1418.483031
-2.259898,50,1418.98308
-0.706838,50,1419.483724
-1.544751,50,1419.983623
-0.920156,50,1420.483407
-2.948015,50,1420.98267
-6.236865,50,1421.483739
-3.561801,50,1421.983485
-1.581461,50,1422.483181
-3.112171,50,1422.982737
-0.809277,50,1423.483345
-1.426765,50,1423.983188
-3.585416,50,1424.483778
-0.824888,50,1424.983824
-0.62707,50,1425.483817
-1.219073,50,1425.982764
-1.946126,50,1426.483268
-1.46924,50,1426.98313
-5.286041,50,1427.4841
-5.791511,50,1427.983357
-0.692905,50,1428.483799
-0.509824,50,1428.983824
-1.407516,50,1429.483561
-4.16814,50,1429.983596
-3.342632,50,1430.596892
-2.912701,50,1430.983708
-1.006659,50,1431.483126
-3.380327,50,1431.982988
-3.089136,50,1432.48377
-5.669619,50,1432.983582
-1.852218,50,1433.483628
-1.536627,50,1433.983247
-2.431479,50,1434.48361
-0.727191,50,1434.983494
-0.733031,50,1435.483204
-0.588578,50,1435.983557
-1.534514,50,1436.483513
-6.011491,50,1436.98336
-2.959887,50,1437.483546
-6.012733,50,1437.983639
-1.748271,50,1438.483198
-0.887345,50,1438.982928
-1.978514,50,1439.483763
-0.888925,50,1439.983421
-6.136056,50,1440.483643
-5.190899,50,1440.982919
-5.467381,50,1441.482947
-0.853291,50,1441.983883
-2.922935,50,1442.48295
-0.75491,50,1442.983461
-1.627747,50,1443.482978
-2.331869,50,1443.982971
-0.82315,50,1444.482918
-0.874854,50,1444.982777
-2.642435,50,1445.483579
-1.401172,50,1445.983582
-0.543951,50,1446.483506
-0.769715,50,1446.982759
-3.009382,50,1447.483615
-0.586117,50,1447.983464
-1.008082,50,1448.483952
-5.546667,50,1448.983549
-1.026194,50,1449.483747
-0.779765,50,1449.983637
-0.500318,50,1450.483504
-0.77087,50,1450.983528
-1.774848,50,1451.483682
-1.575895,50,1451.98353
-0.855229,50,1452.483677
-2.014774,50,1452.982993
-3.67991,50,1453.483888
-3.490103,50,1453.983624
-3.991196,50,1454.483561
-1.881175,50,1454.98295
-0.621694,50,1455.482941
-2.568194,50,1455.983519
-0.292159,50,1456.482966
-0.751447,50,1456.983524
-5.763181,50,1457.483242
-0.591241,50,1457.983142
-0.326022,50,1458.483588
-3.643442,50,1458.983485
-0.968944,50,1459.483594
-0.845907,50,1459.983671
-0.907889,50,1460.483531
-3.961731,50,1460.983752
-6.730628,50,1461.483699
-0.8636,50,1461.983658
-2.912316,50,1462.483752
-3.147406,50,1462.983188
-2.929374,50,1463.48328
-4.002429,50,1463.982722
-4.773333,50,1464.483984
-0.700531,50,1464.983617
-2.564078,50,1465.483765
-3.515787,50,1465.982749
-0.975324,50,1466.483415
-0.818113,50,1466.983406
-1.641975,50,1467.48296
-2.813475,50,1467.982907
-5.838134,50,1468.483303
-0.670591,50,1468.983486
-1.662914,50,1469.482852
-2.424689,50,1469.983152
-2.0803,50,1470.482853
-6.750306,50,1470.98325
-1.834223,50,1471.485234
-2.526783,50,1471.982768
-1.311269,50,1472.483217
-0.432585,50,1472.982933
-0.596525,50,1473.482894
-0.627939,50,1473.983542
-0.807802,50,1474.483673
-0.45701,50,1474.983955
-0.453592,50,1475.482703
-1.569236,50,1475.982602
-2.18986,50,1476.483398
-3.01966,50,1476.982811
-3.461792,50,1477.483771
-2.317449,50,1477.983516
-0.7408,50,1478.48318
-1.762602,50,1478.983591
-1.179025,50,1479.483302
-3.210348,50,1479.982949
-0.771042,50,1480.483881
-0.778872,50,1480.982965
-0.641761,50,1481.483145
-3.335694,50,1481.983673
-2.276228,50,1482.48373
-0.872825,50,1482.983551
-0.462163,50,1483.483675
-5.165118,50,1483.983513
-0.270275,50,1484.483948
-4.244668,50,1484.983664
-5.227646,50,1485.48364
-0.375782,50,1485.982867
-5.094363,50,1486.483268
-3.58227,50,1486.983257
-0.947929,50,1487.483081
-3.101415,50,1487.98358
-1.662882,50,1488.482922
-0.502081,50,1488.982862
-2.53435,50,1489.483711
-0.51614,50,1489.982786
-0.721127,50,1490.4837
-6.726896,50,1490.983719
-0.694267,50,1491.483666
-3.431502,50,1491.98316
-3.201771,50,1492.484108
-0.689038,50,1492.983521
-3.550591,50,1493.483951
-4.603758,50,1493.983788
-0.678214,50,1494.483709
-3.259726,50,1494.98354
-0.661061,50,1495.482926
-6.762119,50,1495.983048
-6.430241,50,1496.484757
-0.663224,50,1496.98368
-3.321417,50,1497.483701
-1.316936,50,1497.983541
-0.740112,50,1498.483425
-0.316474,50,1498.983074
-0.082338,50,1499.483904
-4.030068,50,1499.982899
-1.09891,50,1500.482955
-2.48121,50,1500.982836
-1.721588,50,1501.483126
-5.48313,50,1501.983287
-1.47495,50,1502.483747
-0.223621,50,1502.98298
-0.726732,50,1503.483359
-0.983376,50,1503.982779
-0.762198,50,1504.483587
-0.904282,50,1504.983387
-3.309806,50,1505.483474
-6.135082,50,1505.983536
-3.445212,50,1506.482632
-1.424404,50,1506.982887
-3.349708,50,1507.483526
-5.40223,50,1507.982746
-4.67214,50,1508.483046
-0.87655,50,1508.983703
-1.001462,50,1509.483882
-1.566424,50,1509.982831
-0.965102,50,1510.48374
-1.031232,50,1510.983284
-1.113834,50,1511.483486
-6.425858,50,1511.982853
-4.840914,50,1512.483754
-3.580704,50,1512.983599
-6.515586,50,1513.483587
-0.668341,50,1513.983536
-2.452081,50,1514.483506
-1.390429,50,1514.983592
-1.386219,50,1515.483667
-0.419239,50,1515.982965
-0.829387,50,1516.482787
-3.220596,50,1516.982867
-2.208322,50,1517.482807
-0.937944,50,1517.982739
-2.683948,50,1518.483676
-5.237347,50,1518.982867
-3.020998,50,1519.482926
-1.515616,50,1519.983563
-2.878117,50,1520.483493
-3.691792,50,1520.983754
-1.243992,50,1521.482822
-0.42983,50,1521.985406
-3.76206,50,1522.48911
-6.331066,50,1522.989141
-0.906296,50,1523.482842
-6.585332,50,1523.982914
-3.148664,50,1524.483544
-1.630752,50,1524.983663
-2.21271,50,1525.482846
-0.185073,50,1525.983058
-5.100517,50,1526.482813
-6.105173,50,1526.982872
-3.761959,50,1527.483146
-6.546357,50,1527.983657
-0.642882,50,1528.483368
-2.158915,50,1528.983541
-1.930101,50,1529.482805
-5.774758,50,1529.983334
-1.29352,50,1530.483672
-6.230232,50,1530.982849
-0.868996,50,1531.482761
-5.240123,50,1531.982997
-0.60724,50,1532.483301
-6.563432,50,1532.982972
-2.305705,50,1533.482955
-3.823366,50,1533.983387
-0.579082,50,1534.482761
-0.858507,50,1534.983298
-4.673647,50,1535.48361
-3.074448,50,1535.983177
-0.955006,50,1536.483762
-3.568225,50,1536.983538
-2.043335,50,1537.48346
-2.350167,50,1537.983092
-1.985586,50,1538.483418
-0.964568,50,1538.983423
-0.762282,50,1539.482219
-4.40536,50,1539.98362
-0.784033,50,1540.483243
-0.687191,50,1540.983016
-4.954054,50,1541.483277
-2.777083,50,1541.983427
-3.222405,50,1542.483119
-0.600586,50,1542.982785
-1.542256,50,1543.483318
-2.761319,50,1543.98289
-2.861824,50,1544.482914
-1.469707,50,1544.983799
-0.526661,50,1545.483774
-2.329716,50,1545.983153
-0.669872,50,1546.483477
-0.904719,50,1546.98273
-0.856858,50,1547.483641
-0.682761,50,1547.982706
-1.471031,50,1548.482874
-0.477947,50,1548.983537
-0.368988,50,1549.483791
-2.528799,50,1549.983815
-0.667786,50,1550.48284
-0.586079,50,1550.98282
-5.654632,50,1551.483516
-0.569409,50,1551.982944
-0.664847,50,1552.48281
-6.207005,50,1552.982854
-5.459793,50,1553.483064
-0.537242,50,1553.982706
-1.252766,50,1554.48311
-3.509886,50,1554.986392
-2.812862,50,1555.483249
-1.614867,50,1555.983182
-0.496586,50,1556.483126
-2.675807,50,1556.982938
-3.244565,50,1557.483684
-2.424091,50,1557.982764
-1.040105,50,1558.483115
-2.411191,50,1558.983685
-0.700378,50,1559.483428
-0.824939,50,1559.983666
-0.782239,50,1560.482826
-2.592628,50,1560.98278
-2.788908,50,1561.482831
-2.081558,50,1561.982877
-0.907573,50,1562.483636
-3.619661,50,1562.983192
-1.850002,50,1563.483739
-2.930286,50,1563.983286
-3.271943,50,1564.483746
-3.449217,50,1564.983455
-0.388992,50,1565.482746
-0.675567,50,1565.983702
-5.792066,50,1566.483686
