#{"t_start": 1763457324.4299111, "env_id": "None"}
r,l,t
-1.661085,50,534.220057
-1.393856,50,534.719126
-1.711454,50,535.220329
-1.060573,50,535.71974
-3.372547,50,536.219456
-1.035684,50,536.720494
-0.450419,50,537.219869
-0.969878,50,537.719753
-0.58069,50,538.220195
-1.001405,50,538.720636
-3.577561,50,539.22017
-1.14194,50,539.720669
-0.25266,50,540.22021
-4.121694,50,540.720388
-5.153433,50,541.220158
-1.507502,50,541.720134
-2.001205,50,542.220243
-0.782988,50,542.72082
-2.673245,50,543.220364
-1.016564,50,543.719181
-2.827672,50,544.219606
-5.804194,50,544.720158
-1.754524,50,545.220574
-8.081979,50,545.720334
-3.187937,50,546.219476
-2.762477,50,546.720487
-0.680225,50,547.220795
-1.719112,50,547.720908
-1.376703,50,548.220656
-7.406459,50,548.720079
-2.005172,50,549.220679
-1.499347,50,549.720996
-2.521709,50,550.220512
-2.477604,50,550.720577
-0.450686,50,551.220902
-7.743581,50,551.720709
-0.640307,50,552.22053
-1.95336,50,552.720893
-7.46806,50,553.220645
-0.866069,50,553.720901
-2.621028,50,554.220865
-0.548745,50,554.720984
-0.928118,50,555.220824
-0.81709,50,555.720727
-5.176167,50,556.21993
-3.935442,50,556.721047
-2.669071,50,557.220863
-1.772835,50,557.72092
-0.646498,50,558.220686
-0.576078,50,558.720949
-1.043254,50,559.221039
-6.747162,50,559.720704
-0.90499,50,560.22062
-1.141711,50,560.7207
-3.053615,50,561.220516
-3.671617,50,561.721085
-0.686754,50,562.221171
-0.530991,50,562.720557
-0.713104,50,563.220859
-0.855087,50,563.721216
-1.954012,50,564.221013
-5.37277,50,564.721334
-0.9152,50,565.221082
-3.25993,50,565.72084
-5.096768,50,566.221205
-0.448801,50,566.720767
-2.043805,50,567.220497
-0.628804,50,567.720799
-0.93841,50,568.220385
-4.777515,50,568.721057
-0.609854,50,569.220756
-0.628305,50,569.721116
-0.507837,50,570.221034
-3.411017,50,570.720905
-0.632648,50,571.220329
-0.257496,50,571.720767
-3.895795,50,572.22104
-0.791735,50,572.72096
-0.195521,50,573.221081
-1.12301,50,573.720749
-2.397927,50,574.221074
-1.43223,50,574.720233
-1.643662,50,575.221309
-0.708823,50,575.720577
-1.220736,50,576.220906
-2.551697,50,576.720145
-1.541629,50,577.220353
-2.520805,50,577.720958
-1.974119,50,578.220505
-5.08759,50,578.720793
-0.29451,50,579.220929
-2.067956,50,579.720562
-4.029832,50,580.220242
-2.992603,50,580.721791
-1.726667,50,581.220232
-1.356881,50,581.721647
-2.268347,50,582.220964
-2.359172,50,582.721004
-0.386179,50,583.22039
-2.166643,50,583.72026
-1.95015,50,584.22031
-0.36884,50,584.72149
-2.4266,50,585.220271
-1.728764,50,585.72069
-1.330386,50,586.220262
-0.146195,50,586.720538
-0.861454,50,587.221464
-1.283407,50,587.722179
-1.415335,50,588.221892
-3.314657,50,588.720398
-2.321272,50,589.220503
-3.677761,50,589.721931
-1.475691,50,590.222016
-0.110888,50,590.721875
-7.048733,50,591.222461
-6.911081,50,591.720591
-5.115065,50,592.220662
-3.547554,50,592.721596
-3.642128,50,593.221771
-2.346659,50,593.721754
-0.787709,50,594.22185
-1.227667,50,594.721483
-5.943858,50,595.220599
-2.591609,50,595.721723
-1.264117,50,596.2215
-4.361558,50,596.721687
-0.874287,50,597.221434
-0.951952,50,597.721266
-1.254006,50,598.221802
-3.031625,50,598.721316
-1.062887,50,599.221657
-2.358009,50,599.721652
-5.360075,50,600.221756
-2.6507,50,600.722098
-2.912801,50,601.221247
-0.391472,50,601.721839
-1.545845,50,602.222024
-1.159358,50,602.721672
-0.420388,50,603.221924
-1.057311,50,603.721771
-0.204313,50,604.221714
-0.554198,50,604.721396
-3.63907,50,605.221456
-1.62938,50,605.721842
-1.355079,50,606.221957
-3.071202,50,606.721973
-1.580922,50,607.221564
-1.933855,50,607.722011
-0.261197,50,608.221856
-7.495498,50,608.721332
-2.890246,50,609.221694
-0.814496,50,609.72199
-1.547353,50,610.221036
-2.703354,50,610.721713
-3.595655,50,611.221685
-1.003377,50,611.721515
-0.50709,50,612.221011
-8.170664,50,612.721875
-1.513209,50,613.221889
-3.275005,50,613.721827
-3.729832,50,614.221882
-0.887643,50,614.721755
-4.587781,50,615.221243
-0.943713,50,615.722625
-4.32145,50,616.222531
-2.25182,50,616.72253
-2.428978,50,617.22164
-3.924273,50,617.721012
-1.922872,50,618.221652
-2.574105,50,618.722608
-0.619874,50,619.220957
-4.576521,50,619.721903
-0.376878,50,620.221615
-2.125726,50,620.721318
-0.760494,50,621.221802
-3.632931,50,621.721807
-1.69551,50,622.221819
-5.593593,50,622.721735
-3.239545,50,623.221421
-0.472723,50,623.722479
-2.600844,50,624.222258
-3.916201,50,624.722408
-6.046174,50,625.222579
-6.371524,50,625.722637
-0.781208,50,626.22247
-3.579711,50,626.722869
-4.007613,50,627.221325
-2.56837,50,627.722549
-0.135125,50,628.22134
-1.085971,50,628.721308
-1.257679,50,629.222703
-3.227128,50,629.721763
-4.329518,50,630.222256
-1.207622,50,630.72263
-0.551742,50,631.222448
-1.240376,50,631.722203
-1.775952,50,632.22255
-0.131383,50,632.721569
-5.061569,50,633.222393
-3.184481,50,633.722804
-6.353936,50,634.222205
-4.088819,50,634.722664
-1.282478,50,635.222797
-3.653377,50,635.722441
-1.418166,50,636.222536
-5.840834,50,636.722995
-1.282571,50,637.222351
-0.302696,50,637.722393
-2.413013,50,638.231339
-0.292553,50,638.722377
-0.930953,50,639.222824
-3.629812,50,639.722907
-2.28564,50,640.222417
-0.352959,50,640.722562
-2.54172,50,641.222773
-4.114243,50,641.722311
-4.545891,50,642.222792
-0.47119,50,642.72275
-1.258418,50,643.222353
-6.044023,50,643.722192
-0.786561,50,644.22213
-5.233105,50,644.72235
-0.536182,50,645.223254
-3.192207,50,645.723663
-1.477732,50,646.223403
-1.971545,50,646.723558
-0.20812,50,647.223587
-0.13595,50,647.723963
-1.677937,50,648.223365
-2.699513,50,648.722445
-1.249641,50,649.222747
-3.714261,50,649.723818
-0.453956,50,650.222402
-1.429479,50,650.723619
-1.963248,50,651.222714
-2.141692,50,651.723782
-2.60921,50,652.22385
-4.996776,50,652.723526
-1.051435,50,653.22377
-1.230594,50,653.722503
-4.667953,50,654.222687
-0.5397,50,654.723763
-0.919605,50,655.223643
-3.736739,50,655.722625
-1.547741,50,656.224097
-4.298428,50,656.722691
-0.904568,50,657.22324
-3.139634,50,657.723583
-2.225124,50,658.223698
-0.501715,50,658.727095
-1.918078,50,659.222243
-3.709944,50,659.723937
-6.464081,50,660.223206
-1.361866,50,660.747209
-0.125828,50,661.223963
-6.103874,50,661.723291
-4.749406,50,662.222809
-2.628669,50,662.722765
-1.898738,50,663.222603
-1.114883,50,663.724
-0.932043,50,664.224087
-5.133121,50,664.723862
-0.95988,50,665.223052
-0.547301,50,665.723014
-5.546015,50,666.223962
-2.05005,50,666.724084
-3.394948,50,667.223521
-0.849562,50,667.72422
-1.575194,50,668.224286
-1.686751,50,668.723744
-3.007046,50,669.22425
-1.087537,50,669.724155
-0.245715,50,670.223847
-2.549217,50,670.723417
-1.319205,50,671.224234
-2.403974,50,671.724374
-0.516955,50,672.222664
-1.901934,50,672.724192
-0.808882,50,673.224116
-0.73829,50,673.723083
-4.150235,50,674.223728
-1.71004,50,674.724088
-1.588258,50,675.224846
-3.03444,50,675.734451
-1.61884,50,676.223317
-1.783573,50,676.724738
-0.972361,50,677.223334
-2.305443,50,677.723787
-5.453086,50,678.22332
-0.127197,50,678.724317
-1.618524,50,679.224452
-1.423182,50,679.723017
-1.259788,50,680.223537
-2.286013,50,680.724528
-0.707104,50,681.224383
-1.134596,50,681.724468
-0.743907,50,682.224404
-4.9011,50,682.724514
-2.678836,50,683.224625
-2.07735,50,683.723206
-0.129406,50,684.223245
-1.151084,50,684.724601
-2.767246,50,685.224988
-1.140968,50,685.724524
-2.304752,50,686.224894
-0.281753,50,686.724393
-3.520759,50,687.224736
-3.739042,50,687.723822
-3.729469,50,688.22488
-2.005212,50,688.724795
-5.850358,50,689.224386
-1.236823,50,689.724161
-0.475406,50,690.223343
-1.790212,50,690.736961
-5.248263,50,691.223097
-5.131141,50,691.725031
-1.57584,50,692.224846
-1.403692,50,692.724322
-3.765037,50,693.224886
-5.291593,50,693.725001
-1.623203,50,694.224751
-1.271442,50,694.724782
-0.394325,50,695.224067
-0.609738,50,695.725063
-5.490106,50,696.224875
-2.144071,50,696.724769
-1.336881,50,697.225248
-5.643077,50,697.725036
-1.300461,50,698.225267
-4.545005,50,698.724309
-1.218758,50,699.224121
-3.561477,50,699.72379
-2.266705,50,700.225186
-0.688665,50,700.725264
-0.538044,50,701.224971
-0.723756,50,701.725109
-0.447953,50,702.225855
-1.03781,50,702.725165
-1.593613,50,703.223738
-1.131404,50,703.725419
-3.585494,50,704.224658
-2.838056,50,704.724209
-1.192061,50,705.224295
-2.734735,50,705.730088
-6.104195,50,706.224521
-0.499402,50,706.724501
-2.76356,50,707.224979
-1.598745,50,707.725303
-0.645824,50,708.224598
-0.408344,50,708.723943
-8.290386,50,709.224011
-0.70942,50,709.725003
-7.128502,50,710.224853
-1.929952,50,710.724888
-1.009165,50,711.224023
-1.020995,50,711.725381
-2.649846,50,712.22409
-1.802061,50,712.723854
-3.456336,50,713.225056
-1.142858,50,713.724021
-5.861974,50,714.223904
-0.830407,50,714.725446
-1.967521,50,715.224307
-1.356203,50,715.724054
-0.53286,50,716.224755
-0.907991,50,716.725304
-6.721497,50,717.2249
-2.898127,50,717.724121
-0.405807,50,718.225484
-4.083495,50,718.72524
-1.125655,50,719.225545
-1.401647,50,719.72551
-1.951823,50,720.225451
-1.565905,50,720.728924
-0.828683,50,721.225653
-5.943799,50,721.725341
-2.305256,50,722.224244
-7.382078,50,722.725789
-1.815557,50,723.225174
-1.485495,50,723.725809
-3.304079,50,724.224153
-4.189937,50,724.725533
-1.222932,50,725.225289
-0.783988,50,725.725522
-0.335324,50,726.225091
-0.188066,50,726.72539
-1.49118,50,727.224635
-1.407396,50,727.725814
-5.398947,50,728.224535
-1.097378,50,728.725651
-3.028716,50,729.225311
-5.773488,50,729.725434
-2.590779,50,730.225021
-1.798699,50,730.724681
-1.651452,50,731.225037
-1.014086,50,731.725838
-6.277293,50,732.225709
-3.387002,50,732.725755
-3.107442,50,733.225037
-0.800415,50,733.726068
-3.952633,50,734.320708
-4.123947,50,734.725736
-1.399178,50,735.225007
-0.703731,50,735.729171
-0.820067,50,736.225174
-0.694959,50,736.726229
-6.504006,50,737.225854
-0.893281,50,737.724513
-2.162936,50,738.22603
-0.34623,50,738.725996
-5.81303,50,739.226163
-2.692236,50,739.726289
-0.567928,50,740.224308
-7.483277,50,740.726333
-1.479273,50,741.225288
-3.695029,50,741.725956
-0.995716,50,742.225255
-8.618306,50,742.72645
-2.210057,50,743.226018
-6.277255,50,743.725384
-2.504354,50,744.226221
-0.930678,50,744.725276
-2.250194,50,745.226269
-0.693335,50,745.726098
-1.580057,50,746.22611
-3.039498,50,746.726439
-2.719457,50,747.224786
-2.222957,50,747.725558
-1.695927,50,748.224863
-1.014313,50,748.725949
-2.222178,50,749.225228
-0.9135,50,749.726536
-1.467901,50,750.226089
-1.973377,50,750.727358
-3.536404,50,751.2247
-1.284921,50,751.72523
-3.550965,50,752.226081
-2.565428,50,752.726279
-0.705903,50,753.225649
-2.314118,50,753.726177
-0.814268,50,754.224488
-2.692755,50,754.726139
-0.301858,50,755.225781
-0.561297,50,755.726389
-0.29777,50,756.225347
-1.638193,50,756.726532
-0.414731,50,757.224921
-1.176956,50,757.72663
-4.185533,50,758.225847
-3.333656,50,758.726527
-4.208499,50,759.225663
-0.772363,50,759.725184
-1.094882,50,760.225319
-1.57955,50,760.726519
-1.076787,50,761.226005
-4.056171,50,761.725234
-1.299207,50,762.224702
-1.171577,50,762.725793
-3.793547,50,763.225563
-5.864122,50,763.726722
-2.478321,50,764.225871
-3.414084,50,764.7266
-0.535073,50,765.226059
-5.090119,50,765.731887
-1.677964,50,766.227004
-0.660461,50,766.726306
-0.651454,50,767.225699
-3.012432,50,767.725879
-5.699876,50,768.226017
-2.830564,50,768.725793
-2.029041,50,769.225613
-5.972287,50,769.726921
-1.55674,50,770.226581
-2.37556,50,770.726607
-1.395462,50,771.226765
-5.321109,50,771.726721
-1.019334,50,772.22597
-0.273274,50,772.725876
-2.046761,50,773.225005
-4.362238,50,773.726785
-2.310603,50,774.226878
-2.549149,50,774.726826
-2.29637,50,775.22596
-0.544517,50,775.726448
-2.932323,50,776.225351
-2.153776,50,776.727133
-1.033895,50,777.22682
-2.427943,50,777.72653
-0.758686,50,778.226466
-1.048613,50,778.727151
-5.589053,50,779.226538
-5.033584,50,779.726733
-5.234812,50,780.2261
-1.351576,50,780.726435
-2.374839,50,781.226998
-7.466152,50,781.727043
-5.413817,50,782.226937
-0.777462,50,782.726792
-0.958645,50,783.226985
-0.652061,50,783.726875
-0.851916,50,784.226795
-2.386011,50,784.726865
-3.736401,50,785.226617
-0.790194,50,785.726996
-4.838439,50,786.226274
-0.42561,50,786.726317
-1.909494,50,787.226209
-1.36355,50,787.727291
-4.374578,50,788.226505
-0.35927,50,788.726603
-2.838363,50,789.226234
-3.771892,50,789.727223
-0.948896,50,790.227468
-3.520969,50,790.726251
-5.956285,50,791.226533
-1.426387,50,791.726753
-0.580874,50,792.226151
-0.54037,50,792.726925
-0.908546,50,793.22697
-1.365046,50,793.726698
-1.050156,50,794.227076
-2.862307,50,794.727055
-0.476612,50,795.226583
-5.707759,50,795.726807
-3.334093,50,796.227038
-1.6004,50,796.72759
-3.586891,50,797.226024
-2.334311,50,797.727589
-1.080074,50,798.226909
-2.117961,50,798.726707
-6.544285,50,799.226282
-1.796461,50,799.726639
-0.608175,50,800.226801
-1.449858,50,800.726361
-2.326702,50,801.226752
-0.714269,50,801.726903
-2.948255,50,802.226739
-3.332538,50,802.727657
-2.057748,50,803.226471
-0.106641,50,803.72779
-0.47859,50,804.226132
-3.728967,50,804.727987
-0.662467,50,805.226156
-3.707899,50,805.727386
-0.806559,50,806.226827
-3.992446,50,806.727665
-0.871206,50,807.227697
-5.439548,50,807.726489
-2.043352,50,808.227342
-1.481385,50,808.726804
-2.550099,50,809.22664
-1.01173,50,809.727908
-4.796017,50,810.226349
-0.852798,50,810.727428
-0.891665,50,811.227537
-0.641166,50,811.727409
-0.235932,50,812.226933
-1.244002,50,812.727718
-8.053223,50,813.227482
-0.681288,50,813.727954
-5.183141,50,814.227544
-2.089807,50,814.727525
-0.921208,50,815.227473
-1.01558,50,815.726673
-4.385236,50,816.226649
-0.470574,50,816.727241
-4.871446,50,817.22733
-0.959042,50,817.727172
-0.517835,50,818.227491
-0.429571,50,818.727912
-2.7435,50,819.227924
-0.524593,50,819.727939
-0.51466,50,820.227286
-1.702825,50,820.727976
-6.2559,50,821.22772
-0.539411,50,821.728237
-0.394001,50,822.227318
-5.958493,50,822.727899
-0.58177,50,823.227253
-1.569141,50,823.728371
-1.549656,50,824.2274
-2.473364,50,824.727916
-4.511845,50,825.227135
-0.748774,50,825.72801
-3.607334,50,826.228335
-5.953084,50,826.72734
-1.802404,50,827.227231
-1.871186,50,827.727624
-3.146328,50,828.22764
-0.227575,50,828.727314
-1.59208,50,829.227556
-0.900226,50,829.728237
-6.352752,50,830.228496
-3.1099,50,830.727742
-1.044848,50,831.22738
-2.148762,50,831.727554
-2.591053,50,832.227428
-2.298878,50,832.727561
-1.724387,50,833.227659
-6.990863,50,833.72742
-3.076524,50,834.22764
-0.764273,50,834.728493
-0.075443,50,835.228664
-0.623568,50,835.727698
-4.40956,50,836.227334
-1.651259,50,836.728213
-1.566916,50,837.227513
-1.151576,50,837.727637
-4.625004,50,838.228614
-1.061678,50,838.727703
-0.714852,50,839.22769
-0.997435,50,839.727356
-3.768877,50,840.227794
-3.378146,50,840.727247
-3.77464,50,841.227563
-0.816788,50,841.727842
-0.405738,50,842.227643
-1.578875,50,842.72763
-0.428254,50,843.227087
-1.314842,50,843.728534
-0.789702,50,844.22719
-3.365383,50,844.728255
-3.684574,50,845.228315
-2.712263,50,845.728042
-0.975794,50,846.228443
-1.511709,50,846.728638
-1.306091,50,847.228435
-4.168061,50,847.728282
-2.47814,50,848.228203
-3.471291,50,848.727366
-0.654628,50,849.227458
-3.725934,50,849.728563
-1.448527,50,850.228806
-0.676132,50,850.728793
-1.059425,50,851.228199
-1.811468,50,851.728035
-2.699516,50,852.228333
-2.302768,50,852.726939
-6.249042,50,853.228474
-1.180694,50,853.728837
-0.447511,50,854.228374
-3.742458,50,854.728129
-0.669178,50,855.228261
-2.500538,50,855.728477
-3.269734,50,856.228534
-1.858447,50,856.728259
-0.653994,50,857.22832
-2.43464,50,857.728474
-0.46699,50,858.228138
-1.351965,50,858.727311
-2.656731,50,859.228961
-10.115611,50,859.728292
-1.774385,50,860.228546
-1.840009,50,860.728942
-2.149202,50,861.228027
-2.620698,50,861.728682
-5.58359,50,862.228631
-1.618293,50,862.729275
-5.36314,50,863.228618
-0.844303,50,863.728379
-1.562477,50,864.228448
-1.665494,50,864.728091
-0.730038,50,865.228535
-4.381901,50,865.728598
-4.688874,50,866.228012
-1.091157,50,866.728026
-0.599922,50,867.228717
-1.91384,50,867.729693
-4.980777,50,868.229193
-2.112605,50,868.728338
-1.6013,50,869.227885
-2.573664,50,869.728736
-0.7701,50,870.228764
-0.932356,50,870.7279
-6.022374,50,871.228667
-2.806319,50,871.72852
-0.197365,50,872.228477
-1.616805,50,872.728657
-3.413922,50,873.228637
-1.978642,50,873.728173
-0.889979,50,874.227665
-1.838036,50,874.728063
-1.965861,50,875.228598
-3.551736,50,875.729215
-3.608847,50,876.228757
-1.965423,50,876.727754
-4.471653,50,877.228371
-3.073719,50,877.728454
-1.297004,50,878.229254
-5.356844,50,878.727938
-0.369679,50,879.22922
-0.892165,50,879.728467
-3.248759,50,880.228688
-0.888197,50,880.729627
-2.565422,50,881.22799
-0.970904,50,881.729307
-0.795212,50,882.228232
-1.270508,50,882.72924
-3.508908,50,883.228746
-1.850586,50,883.729454
-0.354592,50,884.228079
-2.046441,50,884.729021
-0.845717,50,885.229619
-1.410431,50,885.729685
-7.454313,50,886.229066
-3.524897,50,886.728014
-2.638905,50,887.227944
-0.836785,50,887.72849
-0.790706,50,888.229469
-2.306179,50,888.728942
-0.270907,50,889.227886
-0.917591,50,889.729372
-3.355837,50,890.229849
-1.190916,50,890.729382
-2.20986,50,891.229532
-0.222483,50,891.728821
-1.68675,50,892.229867
-2.078277,50,892.728648
-4.208883,50,893.229784
-0.522673,50,893.728107
-2.109763,50,894.228072
-2.057293,50,894.729598
-2.423149,50,895.228968
-0.809106,50,895.729003
-4.500425,50,896.229871
-1.710777,50,896.729023
-3.733899,50,897.229237
-2.350654,50,897.728881
-0.624767,50,898.23013
-5.327936,50,898.72925
-2.616823,50,899.22936
-1.465915,50,899.729636
-0.848685,50,900.228789
-1.075808,50,900.729971
-6.847612,50,901.229859
-0.864164,50,901.729981
-0.754724,50,902.228719
-1.092594,50,902.729183
-1.353412,50,903.229056
-0.817749,50,903.729254
-0.810908,50,904.229398
-5.050447,50,904.72897
-3.525906,50,905.228963
-4.533013,50,905.729987
-3.807575,50,906.229542
-6.890917,50,906.72918
-5.481294,50,907.230335
-1.970742,50,907.729304
-1.56871,50,908.229339
-6.717829,50,908.728944
-1.937386,50,909.229798
-0.742202,50,909.728839
-0.815503,50,910.229405
-5.215651,50,910.730209
-4.482931,50,911.228739
-7.375361,50,911.729855
-3.224956,50,912.229799
-3.269624,50,912.728891
-2.835568,50,913.230631
-4.552548,50,913.730405
-1.89872,50,914.229243
-1.505355,50,914.730072
-3.876302,50,915.230561
-6.360246,50,915.729635
-2.155935,50,916.230194
-1.416786,50,916.729183
-0.059462,50,917.22996
-0.536978,50,917.729449
-2.51365,50,918.229271
-0.208667,50,918.729832
-4.603625,50,919.228776
-2.53576,50,919.729918
-3.861208,50,920.230356
-6.599751,50,920.729685
-3.519229,50,921.23002
-2.025139,50,921.730275
-0.501947,50,922.229219
-1.449298,50,922.730591
-1.176561,50,923.2305
-1.483544,50,923.729497
-1.533661,50,924.229358
-3.077227,50,924.730134
-1.954634,50,925.229638
-0.411605,50,925.730484
-2.191193,50,926.23077
-4.340398,50,926.730638
-0.561377,50,927.229834
-1.606552,50,927.73027
-1.404752,50,928.229662
-0.744699,50,928.729971
-1.323373,50,929.230197
-0.610726,50,929.729744
-6.425138,50,930.229768
-1.479154,50,930.73106
-1.601426,50,931.229856
-0.498771,50,931.72994
-2.360869,50,932.229917
-5.934678,50,932.729895
-0.494097,50,933.229886
-6.015676,50,933.729567
-1.068383,50,934.23087
-1.384993,50,934.730528
-3.617821,50,935.229626
-2.117958,50,935.730444
-5.301816,50,936.230375
-1.35903,50,936.729643
-4.442605,50,937.231246
-4.11919,50,937.729861
-4.558895,50,938.23015
-4.724827,50,938.72959
-1.06952,50,939.229337
-2.438372,50,939.730535
-1.418195,50,940.230092
-0.54058,50,940.72942
-4.503487,50,941.230405
-1.875613,50,941.730098
-2.593239,50,942.231261
-2.310063,50,942.730433
-0.752875,50,943.229553
-1.230965,50,943.730546
-0.956993,50,944.229906
-1.036293,50,944.730493
-0.785163,50,945.22983
-1.516527,50,945.729716
-1.301178,50,946.229705
-3.633559,50,946.730226
-1.485609,50,947.23005
-0.740651,50,947.729677
-1.108315,50,948.231039
-1.397402,50,948.729862
-0.215855,50,949.230336
-4.655468,50,949.731297
-0.964722,50,950.231365
-2.715775,50,950.731374
-0.771712,50,951.231054
-3.782269,50,951.730909
-6.48802,50,952.229899
-0.704487,50,952.730858
-2.176656,50,953.231614
-1.066749,50,953.731204
-2.168216,50,954.230737
-0.141799,50,954.730821
-4.506355,50,955.231205
-4.708457,50,955.731412
-0.610781,50,956.23149
-3.198859,50,956.732229
-0.631785,50,957.231475
-3.091777,50,957.731039
-4.73151,50,958.23033
-6.245507,50,958.730318
-3.017855,50,959.229835
-0.689933,50,959.730251
-0.829803,50,960.23087
-3.264991,50,960.730618
-5.534623,50,961.231286
-0.737674,50,961.730767
-4.206472,50,962.231101
-3.359635,50,962.730618
-2.086672,50,963.230911
-4.081101,50,963.730836
-2.363767,50,964.230592
-2.03613,50,964.730687
-3.735447,50,965.230729
-2.393417,50,965.730619
-6.518696,50,966.231299
-2.248895,50,966.730898
-0.621831,50,967.231393
-5.125043,50,967.730447
-1.496744,50,968.231153
-2.812114,50,968.730485
-2.389035,50,969.230805
-3.075827,50,969.730662
-2.8967,50,970.230907
-3.766013,50,970.731107
-0.233171,50,971.231347
-0.232559,50,971.73124
-6.143699,50,972.231092
-6.552162,50,972.730754
-0.257746,50,973.230619
-0.345096,50,973.731003
-1.396154,50,974.230721
-0.484458,50,974.730631
-6.05069,50,975.230631
-1.779439,50,975.731433
-1.732777,50,976.230685
-1.319197,50,976.731038
-0.3612,50,977.230039
-3.815337,50,977.730367
-0.949065,50,978.230621
-1.010934,50,978.730607
-0.17594,50,979.231507
-3.691833,50,979.730718
-3.64999,50,980.232003
-3.359299,50,980.730332
-0.114587,50,981.231574
-0.316301,50,981.732464
-5.296644,50,982.2307
-4.752793,50,982.731983
-4.022805,50,983.235099
-3.33649,50,983.73211
-0.580784,50,984.23216
-4.975535,50,984.731099
-1.657335,50,985.231243
-3.68198,50,985.732234
-4.230455,50,986.231565
-3.814498,50,986.731774
-2.629949,50,987.232176
-6.945734,50,987.731232
-5.771222,50,988.232162
-4.953119,50,988.731673
-4.958615,50,989.230656
-1.508099,50,989.731657
-3.074013,50,990.230754
-4.990826,50,990.732725
-1.071545,50,991.23231
-6.75558,50,991.731778
-3.4727,50,992.232028
-1.531684,50,992.731858
-0.815289,50,993.232744
-1.073875,50,993.732081
-0.71659,50,994.231617
-1.576866,50,994.731723
-1.026772,50,995.232576
-2.410066,50,995.732185
-5.025861,50,996.231716
-4.675161,50,996.732308
-4.541263,50,997.231034
-3.103675,50,997.732011
-6.588141,50,998.232046
-4.670705,50,998.731714
-6.513883,50,999.232388
-6.546703,50,999.732518
-1.177258,50,1000.231489
-0.265807,50,1000.732153
